R,algorithm,date,iteration,seed,size,β,γ
25,fastSD,20211123124648_234,280661,16376680076461660,80,1.5,0.04
25,fastSD,20211123124648_239,2312,16376680082353790,80,1.5,0.04
25,fastSD,20211123124656_849,297808,16376680161970560,80,1.5,0.04
25,fastSD,20211123124657_018,70417,16376680168511190,80,1.5,0.04
25,fastSD,20211123124657_741,294606,16376680170194230,80,1.5,0.04
25,fastSD,20211123124706_737,288203,16376680261088540,80,1.5,0.04
25,fastSD,20211123124708_203,340290,16376680274560430,80,1.5,0.04
25,fastSD,20211123124710_489,294313,16376680298586720,80,1.5,0.04
25,fastSD,20211123124717_561,290248,16376680369465520,80,1.5,0.04
25,fastSD,20211123124748_773,389540,16376680679269660,80,1.5,0.04
25,fastSD,20211123124749_42,293055,16376680687742600,80,1.5,0.04
25,fastSD,20211123124750_093,117055,16376680698505970,80,1.5,0.04
25,fastSD,20211123124759_899,371323,16376680791043090,80,1.5,0.04
25,fastSD,20211123124800_47,288883,16376680799001890,80,1.5,0.04
25,fastSD,20211123124802_15,287324,16376680815514850,80,1.5,0.04
25,fastSD,20211123124812_345,295874,16376680917327330,80,1.5,0.04
25,fastSD,20211123124812_395,750,16376680923937040,80,1.5,0.04
25,fastSD,20211123124814_503,190823,16376680941058450,80,1.5,0.04
25,fastSD,20211123124816_584,293461,16376680959753380,80,1.5,0.04
25,fastSD,20211123124817_029,221599,16376680965850400,80,1.5,0.04
25,fastSD,20211123124818_68,286889,16376680980995100,80,1.5,0.04
25,fastSD,20211123124819_342,287132,16376680987411740,80,1.5,0.04
25,fastSD,20211123125157_835,300461,16376683171824520,80,1.5,0.04
25,fastSD,20211123125158_447,139216,16376683181590012,80,1.5,0.04
25,fastSD,20211123125159_114,304215,16376683184480510,80,1.5,0.04
25,fastSD,20211123125203_139,288636,16376683224884620,80,1.5,0.04
25,fastSD,20211123125206_642,85554,16376683264501560,80,1.5,0.04
25,fastSD,20211123125218_914,288300,16376683382318512,80,1.5,0.04
25,fastSD,20211123125247_816,255995,16376683672775850,80,1.5,0.04
25,fastSD,20211123125251_112,372255,16376683702746980,80,1.5,0.04
25,fastSD,20211123125256_478,296485,16376683758519730,80,1.5,0.04
25,fastSD,20211123125308_343,326469,16376683876529710,80,1.5,0.04
25,fastSD,20211123125325_446,298455,16376684048589920,80,1.5,0.04
25,fastSD,20211123125330_766,74126,16376684105903690,80,1.5,0.04
25,fastSD,20211123125330_987,94030,16376684107681620,80,1.5,0.04
25,fastSD,20211123125345_655,296273,16376684249432860,80,1.5,0.04
25,fastSD,20211123125346_557,50767,16376684264314390,80,1.5,0.04
25,fastSD,20211123125352_112,287678,16376684315057408,80,1.5,0.04
25,fastSD,20211123125352_802,291250,16376684321132780,80,1.5,0.04
25,fastSD,20211123125359_734,579502,16376684384562340,80,1.5,0.04
25,fastSD,20211123125407_365,288356,16376684467102302,80,1.5,0.04
25,fastSD,20211123125407_834,221120,16376684473662180,80,1.5,0.04
25,fastSD,20211123125413_622,264016,16376684529932460,80,1.5,0.04
25,fastSD,20211123125421_651,340591,16376684608750890,80,1.5,0.04
25,fastSD,20211123125422_275,289218,16376684616522720,80,1.5,0.04
25,fastSD,20211123125427_24,304771,16376684666073220,80,1.5,0.04
25,fastSD,20211123125427_875,294322,16376684672628770,80,1.5,0.04
25,fastSD,20211123125434_102,289909,16376684735156080,80,1.5,0.04
25,fastSD,20211123125439_685,308398,16376684790711470,80,1.5,0.04
25,fastSD,20211123125442_901,444844,16376684818811582,80,1.5,0.04
25,fastSD,20211123125451_357,26652,16376684913101370,80,1.5,0.04
25,fastSD,20211123125452_825,624997,16376684913586422,80,1.5,0.04
25,fastSD,20211123125453_499,310585,16376684928264440,80,1.5,0.04
25,fastSD,20211123125456_896,181519,16376684965404580,80,1.5,0.04
25,fastSD,20211123125457_246,170450,16376684968974610,80,1.5,0.04
25,fastSD,20211123125457_447,107832,16376684972470150,80,1.5,0.04
25,fastSD,20211123125458_433,288036,16376684978601850,80,1.5,0.04
25,fastSD,20211123125502_385,307756,16376685017673090,80,1.5,0.04
25,fastSD,20211123125507_614,295396,16376685069785970,80,1.5,0.04
25,fastSD,20211123125517_023,369142,16376685162355180,80,1.5,0.04
25,fastSD,20211123125518_211,464799,16376685170848690,80,1.5,0.04
25,fastSD,20211123125518_92,287073,16376685182679310,80,1.5,0.04
25,fastSD,20211123125519_775,399853,16376685189211270,80,1.5,0.04
25,fastSD,20211123125523_347,30686,16376685232971150,80,1.5,0.04
25,fastSD,20211123125540_933,291533,16376685402552180,80,1.5,0.04
25,fastSD,20211123125541_61,296130,16376685409347090,80,1.5,0.04
25,fastSD,20211123125547_024,350718,16376685463013390,80,1.5,0.04
25,fastSD,20211123125547_287,126325,16376685470458630,80,1.5,0.04
25,fastSD,20211123125547_541,76299,16376685473836980,80,1.5,0.04
25,fastSD,20211123125549_972,286595,16376685493451108,80,1.5,0.04
25,fastSD,20211123125550_654,314527,16376685499735910,80,1.5,0.04
25,fastSD,20211123125550_85,86678,16376685506549340,80,1.5,0.04
25,fastSD,20211123130647_732,291563,16376692071057670,80,1.5,0.04
25,fastSD,20211123130648_422,312490,16376692077347450,80,1.5,0.04
25,fastSD,20211123130655_805,289382,16376692152255060,80,1.5,0.04
25,fastSD,20211123130658_973,41919,16376692189014420,80,1.5,0.04
25,fastSD,20211123130702_838,312784,16376692221725770,80,1.5,0.04
25,fastSD,20211123130708_392,782281,16376692266663340,80,1.5,0.04
25,fastSD,20211123130710_759,412570,16376692299093530,80,1.5,0.04
25,fastSD,20211123130713_266,247544,16376692327728160,80,1.5,0.04
25,fastSD,20211123130713_324,34383,16376692332672110,80,1.5,0.04
25,fastSD,20211123131019_304,316383,16376694185837700,80,1.5,0.04
25,fastSD,20211123131031_627,340844,16376694309154780,80,1.5,0.04
25,fastSD,20211123131032_257,275362,16376694316466840,80,1.5,0.04
25,fastSD,20211123131036_673,264880,16376694361290570,80,1.5,0.04
25,fastSD,20211123131038_036,599049,16376694367743450,80,1.5,0.04
25,fastSD,20211123131039_964,163064,16376694396144140,80,1.5,0.04
25,fastSD,20211123131052_385,288875,16376694517859800,80,1.5,0.04
25,fastSD,20211123131054_324,30020,16376694542723200,80,1.5,0.04
25,fastSD,20211123131058_298,289337,16376694576772922,80,1.5,0.04
25,fastSD,20211123131103_898,250522,16376694633613930,80,1.5,0.04
25,fastSD,20211123131109_993,287347,16376694694130530,80,1.5,0.04
25,fastSD,20211123131113_146,120371,16376694729033150,80,1.5,0.04
25,fastSD,20211123131115_991,288019,16376694750304080,80,1.5,0.04
25,fastSD,20211123131122_956,178562,16376694825701130,80,1.5,0.04
25,fastSD,20211123131126_633,289476,16376694859981680,80,1.5,0.04
25,fastSD,20211123131127_08,200123,16376694866343530,80,1.5,0.04
25,fastSD,20211123131127_568,171623,16376694871840848,80,1.5,0.04
25,fastSD,20211123131128_559,300158,16376694878378420,80,1.5,0.04
25,fastSD,20211123131137_686,337522,16376694969220610,80,1.5,0.04
25,fastSD,20211123131138_419,287513,16376694977142820,80,1.5,0.04
25,fastSD,20211123131142_149,299786,16376695015499790,80,1.5,0.04
25,fastSD,20211123131143_702,287239,16376695030791040,80,1.5,0.04
25,fastSD,20211123131144_429,295096,16376695037215980,80,1.5,0.04
25,fastSD,20211123131145_271,324648,16376695045090320,80,1.5,0.04
25,fastSD,20211123131150_92,292468,16376695102783580,80,1.5,0.04
25,fastSD,20211123131151_169,114000,16376695109220910,80,1.5,0.04
25,fastSD,20211123131152_38,264012,16376695116365560,80,1.5,0.04
25,fastSD,20211123131152_538,57220,16376695123841680,80,1.5,0.04
25,fastSD,20211123131204_841,136236,16376695245828250,80,1.5,0.04
25,fastSD,20211123131205_44,287870,16376695248594530,80,1.5,0.04
25,fastSD,20211123131211_915,405652,16376695310780430,80,1.5,0.04
25,fastSD,20211123131215_131,613115,16376695338955420,80,1.5,0.04
25,fastSD,20211123131222_866,289385,16376695422589350,80,1.5,0.04
25,fastSD,20211123131225_824,262715,16376695452716350,80,1.5,0.04
25,fastSD,20211123131232_704,21223,16376695526647440,80,1.5,0.04
25,fastSD,20211123131257_954,293668,16376695772793750,80,1.5,0.04
25,fastSD,20211123131743_206,52877,16376698622102088,80,1.5,0.04
25,fastSD,20211123131746_767,154001,16376698664679760,80,1.5,0.04
25,fastSD,20211123131747_801,302014,16376698672379910,80,1.5,0.04
25,fastSD,20211123131749_357,290959,16376698687937400,80,1.5,0.04
25,fastSD,20211123131751_286,298297,16376698707396122,80,1.5,0.04
25,fastSD,20211123131751_818,292436,16376698712876020,80,1.5,0.04
25,fastSD,20211123131751_985,92102,16376698718188952,80,1.5,0.04
25,fastSD,20211123131752_495,194622,16376698721548690,80,1.5,0.04
25,fastSD,20211123131759_341,249125,16376698789020820,80,1.5,0.04
25,fastSD,20211123131804_434,12963,16376698844157540,80,1.5,0.04
25,fastSD,20211123131804_752,169623,16376698844351658,80,1.5,0.04
25,fastSD,20211123131808_658,286946,16376698881215990,80,1.5,0.04
25,fastSD,20211123131809_607,498293,16376698886632340,80,1.5,0.04
25,fastSD,20211123131818_993,359619,16376698982663260,80,1.5,0.04
25,fastSD,20211123131828_965,287292,16376699083826320,80,1.5,0.04
25,fastSD,20211123131832_209,295040,16376699116245120,80,1.5,0.04
25,fastSD,20211123131832_328,62350,16376699122104630,80,1.5,0.04
25,fastSD,20211123131832_765,192354,16376699123978590,80,1.5,0.04
25,fastSD,20211123131835_443,297190,16376699148304840,80,1.5,0.04
25,fastSD,20211123131836_275,395441,16376699154453430,80,1.5,0.04
25,fastSD,20211123131838_312,163194,16376699180104150,80,1.5,0.04
25,fastSD,20211123131839_086,425038,16376699183135570,80,1.5,0.04
25,fastSD,20211123131839_652,289997,16376699190878400,80,1.5,0.04
25,fastSD,20211123131843_562,388904,16376699227557130,80,1.5,0.04
25,fastSD,20211123131851_143,323392,16376699305236002,80,1.5,0.04
25,fastSD,20211123131852_294,315719,16376699316993340,80,1.5,0.04
25,fastSD,20211123131912_336,290261,16376699517699630,80,1.5,0.04
25,fastSD,20211123131912_642,170093,16376699523387470,80,1.5,0.04
25,fastSD,20211123131917_342,253486,16376699568085820,80,1.5,0.04
25,fastSD,20211123131920_7,57877,16376699605941960,80,1.5,0.04
25,fastSD,20211123131921_457,299415,16376699609141330,80,1.5,0.04
25,fastSD,20211123131936_826,286798,16376699762825280,80,1.5,0.04
25,fastSD,20211123131937_35,286903,16376699768269550,80,1.5,0.04
25,fastSD,20211123131941_394,298138,16376699808383110,80,1.5,0.04
25,fastSD,20211123131944_092,305114,16376699835397040,80,1.5,0.04
25,fastSD,20211123131951_711,31609,16376699916611928,80,1.5,0.04
25,fastSD,20211123132528_291,298602,16376703277299600,80,1.5,0.04
25,fastSD,20211123132533_392,55402,16376703332493070,80,1.5,0.04
25,fastSD,20211123132554_068,287078,16376703534497090,80,1.5,0.04
25,fastSD,20211123132556_74,288500,16376703561321690,80,1.5,0.04
25,fastSD,20211123132659_406,1444236,16376704161450660,80,1.5,0.04
25,fastSD,20211123132708_182,320607,16376704274995350,80,1.5,0.04
25,fastSD,20211123132712_328,288231,16376704317300540,80,1.5,0.04
25,fastSD,20211123132927_34,138038,16376705670044078,80,1.5,0.04
25,fastSD,20211123132958_848,292274,16376705982061290,80,1.5,0.04
25,fastSD,20211123132959_939,435576,16376705988508890,80,1.5,0.04
25,fastSD,20211123133006_909,1344640,16376706040397028,80,1.5,0.04
25,fastSD,20211123133007_568,296724,16376706069119110,80,1.5,0.04
25,fastSD,20211123133008_346,353154,16376706075695068,80,1.5,0.04
25,fastSD,20211123133019_294,2997323,16376706088825440,80,1.5,0.04
25,fastSD,20211123133021_326,287583,16376706207044870,80,1.5,0.04
25,fastSD,20211123133030_725,656020,16376706293682110,80,1.5,0.04
25,fastSD,20211123133033_541,297382,16376706329607590,80,1.5,0.04
25,fastSD,20211123133038_121,345801,16376706373933812,80,1.5,0.04
25,fastSD,20211123133038_71,295112,16376706381226540,80,1.5,0.04
25,fastSD,20211123133040_891,292859,16376706402957708,80,1.5,0.04
25,fastSD,20211123133116_283,293728,16376706757022280,80,1.5,0.04
25,fastSD,20211123133124_557,3847794,16376706762844870,80,1.5,0.04
25,fastSD,20211123133130_931,766838,16376706891676782,80,1.5,0.04
25,fastSD,20211123133513_681,300701,16376709130338470,80,1.5,0.04
25,fastSD,20211123133514_712,384029,16376709138992900,80,1.5,0.04
25,fastSD,20211123133515_303,301916,16376709147132248,80,1.5,0.04
25,fastSD,20211123133523_659,487495,16376709226540100,80,1.5,0.04
25,fastSD,20211123133529_793,349870,16376709290811378,80,1.5,0.04
25,fastSD,20211123140219_136,244666,16376725100756630,60,1.5,0.04
25,fastSD,20211123140348_662,18488,16376726277166892,15,1.5,0.04
25,fastSD,20211123140409_012,79313,16376726420211192,20,1.5,0.04
25,fastSD,20211123140411_706,29875,16376726501730750,15,1.5,0.04
25,fastSD,20211123140415_601,54111,16376726517074280,40,1.5,0.04
25,fastSD,20211123140608_874,82176,16376727614085850,20,1.5,0.04
25,fastSD,20211123140609_279,3626,16376727691652120,10,1.5,0.04
25,fastSD,20211123140700_344,6324,16376728201881370,10,1.5,0.04
25,fastSD,20211123140706_963,78458,16376728203460578,40,1.5,0.04
25,fastSD,20211123140806_963,7248,16376728866992878,20,1.5,0.04
25,fastSD,20211123140812_685,10273,16376728923176470,20,1.5,0.04
25,fastSD,20211123140838_502,192744,16376728944493230,60,1.5,0.04
25,fastSD,20211123141058_2,9418,16376730578876532,20,1.5,0.04
25,fastSD,20211123141100_555,34140,16376730582016398,15,1.5,0.04
25,fastSD,20211123141341_955,5305,16376732218047430,10,1.5,0.04
25,fastSD,20211123142017_501,70547,16376736113492320,20,1.5,0.04
25,fastSD,20211123142053_758,283298,16376736184548290,60,1.5,0.04
25,fastSD,20211123142211_052,239828,16376737006431760,60,1.5,0.04
25,fastSD,20211123142211_199,4989,16376737310537040,10,1.5,0.04
25,fastSD,20211123142441_649,46262,16376738782565660,40,1.5,0.04
25,fastSD,20211123142853_824,12612,16376741333837832,20,1.5,0.04
25,fastSD,20211123142921_612,75969,16376741563283030,40,1.5,0.04
25,fastSD,20211123142928_652,83534,16376741616144510,20,1.5,0.04
25,fastSD,20211123143152_37,199807,16376742894123818,60,1.5,0.04
25,fastSD,20211123143233_111,18959,16376743520812180,15,1.5,0.04
25,fastSD,20211123143253_056,25988,16376743716439322,15,1.5,0.04
25,fastSD,20211123143256_246,3122,16376743761568800,10,1.5,0.04
25,fastSD,20211123143433_758,7517,16376744734850710,20,1.5,0.04
25,fastSD,20211123143448_867,93108,16376744811016950,20,1.5,0.04
25,fastSD,20211123143648_205,71404,16376746025055260,40,1.5,0.04
25,fastSD,20211210161830_122,2437371,16391495028914550,100,1.5,0.25
25,fastSD,20211210161831_024,23438,16391495109553880,100,1.5,0.25
25,fastSD,20211210163204_255,22629,16391503240071600,100,1.5,0.25
25,fastSD,20211210163204_458,32821,16391503242826860,120,1.5,0.25
25,fastSD,20211210163347_55,12205,16391504275175418,100,1.5,0.25
25,fastSD,20211210163348_091,845,16391504280894420,100,1.5,0.25
25,fastSD,20211210163348_211,22623,16391504281368010,100,1.5,0.25
25,fastSD,20211210163348_381,15586,16391504283282180,100,1.5,0.25
25,fastSD,20211210163348_805,17196,16391504287678140,100,1.5,0.25
25,fastSD,20211210163348_958,9033,16391504289368930,120,1.5,0.25
25,fastSD,20211210163349_05,16019,16391504289916660,120,1.5,0.25
25,fastSD,20211210163349_246,24803,16391504291875990,120,1.5,0.25
25,fastSD,20211210163349_53,561,16391504295286510,120,1.5,0.25
25,fastSD,20211210163349_634,36472,16391504295309090,120,1.5,0.25
25,fastSD,20211210163443_635,37316,16391504834870560,120,1.5,0.25
25,fastSD,20211210163443_66,4903,16391504836363320,120,1.5,0.25
25,fastSD,20211210163443_784,31929,16391504836609250,120,1.5,0.25
25,fastSD,20211210163443_837,14019,16391504838016420,100,1.5,0.25
25,fastSD,20211210163444_417,32568,16391504843266720,120,1.5,0.25
25,fastSD,20211210163444_675,22993,16391504846086050,100,1.5,0.25
25,fastSD,20211210163444_73,615,16391504847287070,100,1.5,0.25
25,fastSD,20211210163447_352,7718,16391504873355530,100,1.5,0.25
25,fastSD,20211210163447_44,23953,16391504873538858,100,1.5,0.25
25,fastSD,20211210163447_539,35882,16391504874417642,120,1.5,0.25
25,fastSD,20211210163805_429,28584780,16391505942791740,120,1.5,0.25
25,fastSD,20211210163917_457,1732924,16391507519584240,120,1.5,0.25
25,fastSD,20211210163921_502,1424213,16391507574587290,120,1.5,0.25
25,fastSD,20211210163923_706,791125,16391507615029668,100,1.5,0.25
25,fastSD,20211210163933_069,1608679,16391507683839460,120,1.5,0.25
25,fastSD,20211210163944_067,26726,16391507839895610,100,1.5,0.25
25,fastSD,20211210164000_381,3812814,16391507892428220,120,1.5,0.25
25,fastSD,20211210164008_568,433835,16391508074317140,100,1.5,0.25
25,fastSD,20211210164010_832,174632,16391508103421568,120,1.5,0.25
25,fastSD,20211210164012_369,370659,16391508114180680,100,1.5,0.25
25,fastSD,20211210164013_647,411052,16391508123869520,100,1.5,0.25
25,fastSD,20211210164159_671,94741,16391509193807340,100,1.5,0.25
25,fastSD,20211210164200_5,321702,16391509196732950,100,1.5,0.25
25,fastSD,20211210164203_214,349269,16391509223230020,100,1.5,0.25
25,fastSD,20211210164205_897,921477,16391509232153440,120,1.5,0.25
25,fastSD,20211210164209_315,743042,16391509272131230,120,1.5,0.25
25,fastSD,20211210164211_977,71129,16391509317871720,120,1.5,0.25
25,fastSD,20211210164220_408,1251583,16391509369350360,120,1.5,0.25
25,fastSD,20211210164223_623,57954,16391509434675350,100,1.5,0.25
25,fastSD,20211210164227_907,103573,16391509476345170,120,1.5,0.25
25,fastSD,20211210164229_563,519664,16391509481928460,100,1.5,0.25
25,fastSD,20211210164323_871,131009,16391510035284560,100,1.5,0.25
25,fastSD,20211210164328_44,1426337,16391510038721760,200,1.5,0.25
25,fastSD,20211210164330_962,761838,16391510084413200,200,1.5,0.25
25,fastSD,20211210164735_772,2046653,16391512490096220,200,1.5,0.25
25,fastSD,20211210164802_619,5851311,16391512644427540,200,1.5,0.25
25,fastSD,20211210164817_907,63268,16391512977385280,100,1.5,0.25
25,fastSD,20211210164901_52,6050486,16391513219508670,200,1.5,0.25
25,fastSD,20211210164947_168,255114,16391513864707100,100,1.5,0.25
25,fastSD,20211210164952_222,56582,16391513920575630,100,1.5,0.25
25,fastSD,20211210164952_586,108143,16391513922841498,100,1.5,0.25
25,fastSD,20211210165102_636,171164,16391514620721490,200,1.5,0.25
25,fastSD,20211210165103_327,792,16391514633253220,100,1.5,0.25
25,fastSD,20211210165106_214,943350,16391514633280138,200,1.5,0.25
25,fastSD,20211210165106_606,130784,16391514662152440,200,1.5,0.25
25,fastSD,20211210165108_748,30272,16391514686810100,100,1.5,0.25
25,fastSD,20211210165108_81,27644,16391514687489200,100,1.5,0.25
25,fastSD,20211210165109_128,30618,16391514690615990,100,1.5,0.25
25,fastSD,20211210165111_394,582270,16391514695672050,200,1.5,0.25
25,fastSD,20211210165111_494,18592,16391514714524490,100,1.5,0.25
25,fastSD,20211210165112_197,226593,16391514714947628,200,1.5,0.25
25,fastSD,20220207110526_258,219383,16442283255779272,100,2,0.25
25,fastSD,20220207110534_084,216853,16442283334938340,100,2,0.25
25,fastSD,20220207110548_635,4696125,16442283340849130,100,1.25,0.25
25,fastSD,20220207110553_241,728922,16442283509205670,100,1.5,0.25
25,fastSD,20220207110553_324,29558,16442283532457040,100,2,0.25
25,fastSD,20220207110554_183,330549,16442283533259348,100,2,0.25
25,fastSD,20220207110557_464,1210579,16442283541847070,100,1.25,0.25
25,fastSD,20220207110559_415,759755,16442283574652020,100,1.25,0.25
25,fastSD,20220207110609_603,3656763,16442283600376812,100,1.5,0.25
25,fastSD,20220207110613_413,1228515,16442283702708640,100,1.5,0.25
25,fastSD,20220207110614_229,334016,16442283734143110,100,2,0.25
25,fastSD,20220207110616_16,743354,16442283742303510,100,1.5,0.25
25,fastSD,20220207110639_186,4871350,16442283865654990,100,2,0.25
25,fastSD,20220207110647_158,824495,16442284050538672,100,1.25,0.25
25,fastSD,20220207110649_193,723998,16442284071591990,100,2,0.25
25,fastSD,20220207110801_632,178401,16442284810293920,100,1.5,0.25
25,fastSD,20220207111043_428,97040,16442286431623760,100,2,0.25
25,fastSD,20220207111045_693,673100,16442286434734850,100,1.25,0.25
25,fastSD,20220207111553_999,742569,16442289516204780,100,1.5,0.25
25,fastSD,20220207111555_447,371050,16442289544219490,100,1.25,0.25
25,fastSD,20220207111555_596,54017,16442289554596060,100,1.25,0.25
25,fastSD,20220207111603_779,39572,16442289636924760,100,1.5,0.25
25,fastSD,20220207111603_833,16373,16442289637824572,100,1.25,0.25
25,fastSD,20220207111610_076,1160270,16442289669173090,100,2,0.25
25,fastSD,20220207111611_59,536494,16442289700853300,100,1.5,0.25
25,fastSD,20220207111615_063,1166577,16442289715938600,100,1.25,0.25
25,fastSD,20220207111618_905,353918,16442289779380870,100,1.5,0.25
25,fastSD,20220207124332_08,479532,16442342105986080,100,2,0.25
25,fastSD,20220207124333_272,404085,16442342120836750,100,2,0.25
25,fastSD,20220207124335_58,118872,16442342151816940,100,1.25,0.25
25,fastSD,20220207124346_979,28045,16442342269100500,100,2,0.25
25,fastSD,20220207124348_453,474927,16442342269982120,100,1.5,0.25
25,fastSD,20220207124349_201,166360,16442342287167972,100,1.25,0.25
25,fastSD,20220207124353_267,62969,16442342330945870,100,1.25,0.25
25,fastSD,20220207124354_485,424568,16442342332825430,100,1.5,0.25
25,fastSD,20220207124354_627,52149,16442342344866930,100,1.5,0.25
25,fastSD,20220207124719_721,54663,16442344395123220,100,1.5,0.25
25,fastSD,20220207124720_133,116945,16442344397222400,100,1.25,0.25
25,fastSD,20220207124730_014,721571,16442344477996450,100,1.25,0.25
25,fastSD,20220207124733_548,6791,16442344535320830,100,1.25,0.25
25,fastSD,20220207124733_692,48333,16442344535494040,100,1.5,0.25
25,fastSD,20220207124734_709,82855,16442344544405330,100,2,0.25
25,fastSD,20220207124737_071,23098,16442344569914610,100,2,0.25
25,fastSD,20220207124739_105,716943,16442344570724760,100,2,0.25
25,fastSD,20220207124739_911,57685,16442344597407670,100,1.5,0.25
25,fastSD,20220207124927_375,16528,16442345673362960,100,1.5,0.25
25,fastSD,20220207124930_707,175113,16442345701728590,100,1.25,0.25
25,fastSD,20220207124934_491,43830,16442345743880300,100,2,0.25
25,fastSD,20220207124938_217,760728,16442345759625350,100,1.5,0.25
25,fastSD,20220207124944_855,738359,16442345826820550,100,1.25,0.25
25,fastSD,20220207124945_725,304319,16442345848562300,100,2,0.25
25,fastSD,20220207124946_112,136268,16442345857258698,100,1.5,0.25
25,fastSD,20220207124946_338,79656,16442345861133420,100,2,0.25
25,fastSD,20220207124951_503,344261,16442345905008500,100,1.25,0.25
25,fastSD,20220207125121_994,309074,16442346810249360,100,1.5,0.25
25,fastSD,20220207125124_456,253860,16442346837127560,100,1.5,0.25
25,fastSD,20220207125125_242,52024,16442346850985470,100,1.5,0.25
25,fastSD,20220207125125_499,88085,16442346852430510,100,1.25,0.25
25,fastSD,20220207125129_645,196596,16442346890727850,100,1.25,0.25
25,fastSD,20220207125129_802,58309,16442346896484560,100,2,0.25
25,fastSD,20220207125134_068,30285,16442346939830452,100,2,0.25
25,fastSD,20220207125134_631,196332,16442346940691840,100,1.25,0.25
25,fastSD,20220207125140_325,496731,16442346987903200,100,2,0.25
25,fastSD,20220207125535_865,239315,16442349350361100,100,1.25,0.25
25,fastSD,20220207125536_896,44120,16442349367607852,100,2,0.25
25,fastSD,20220207125537_447,179093,16442349368971860,100,1.25,0.25
25,fastSD,20220207125542_456,118366,16442349421146930,100,2,0.25
25,fastSD,20220207125542_793,122278,16442349424582270,100,1.25,0.25
25,fastSD,20220207125544_192,321273,16442349432745910,100,2,0.25
25,fastSD,20220207125544_757,205736,16442349441940010,100,1.5,0.25
25,fastSD,20220207125549_006,26242,16442349489265310,100,1.5,0.25
25,fastSD,20220207125549_296,48123,16442349491651900,100,1.5,0.25
25,fastSD,20220207130434_194,335238,16442354730278550,100,1.25,0.25
25,fastSD,20220207130434_281,28197,16442354741978200,100,2,0.25
25,fastSD,20220207130445_618,42524,16442354854931670,100,1.5,0.25
25,fastSD,20220207130447_345,538214,16442354857323580,100,1.25,0.25
25,fastSD,20220207130448_331,197195,16442354877816150,100,1.5,0.25
25,fastSD,20220207130448_56,76960,16442354883321130,100,2,0.25
25,fastSD,20220207130449_25,232491,16442354885610880,100,1.5,0.25
25,fastSD,20220207130449_356,35314,16442354892511260,100,2,0.25
25,fastSD,20220207130449_538,64540,16442354893568840,100,1.25,0.25
25,fastSD,20220211122028_676,99055,16445784282678040,100,2,0.25
25,fastSD,20220211122029_422,114624,16445784291002560,100,1.25,0.25
25,fastSD,20220211122029_698,58269,16445784295382690,100,1.25,0.25
25,fastSD,20220211122036_246,259091,16445784353725200,100,1.5,0.25
25,fastSD,20220211122036_955,102954,16445784366992670,100,2,0.25
25,fastSD,20220211122037_18,65518,16445784370068810,100,1.5,0.25
25,fastSD,20220211122625_162,282725,16445787842861180,100,2,0.25
25,fastSD,20220211122626_462,458079,16445787851637140,100,1.5,0.25
25,fastSD,20220211122626_542,36398,16445787864634060,100,1.25,0.25
25,fastSD,20220211122626_674,43941,16445787865431818,100,1.25,0.25
25,fastSD,20220211122634_526,244817,16445787938792080,100,2,0.25
25,fastSD,20220211122634_863,123942,16445787945272620,100,1.5,0.25
25,fastSD,20220211124442_504,287816,16445798816945810,100,2,0.25
25,fastSD,20220211124443_289,95965,16445798830260730,100,1.25,0.25
25,fastSD,20220211124443_67,66185,16445798834998900,100,1.5,0.25
25,fastSD,20220211124443_809,49881,16445798836716900,100,2,0.25
25,fastSD,20220211124447_371,41110,16445798872803090,100,1.25,0.25
25,fastSD,20220211124453_301,241688,16445798925806910,100,1.5,0.25
